OrderID,ShipCity,ShipRegion,ShipAddress,CustomerID,ShipName,Employee.Address,Employee.HomePhone,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipPostalCode,ShipCountry,Employee.LastName,Employee.FirstName,Employee.Title,Employee.TitleOfCourtesy,Employee.BirthDate,Employee.HireDate,Employee.City,Employee.Region,Employee.PostalCode,Employee.Country,Employee.Extension,Employee.Notes,Employee.ReportsTo,Employee.PhotoPath,Index,EmployeeID1,EmployeeID2,EmployeeID3,Year of OrderDate,Month of OrderDate,Day of OrderDate,Hour of OrderDate,Minute of OrderDate,Second of OrderDate
10389,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,  Bottom-Dollar Markets,4110 Old Redmond Rd.,/206. 555-8122,20-12-1996 00:00,17-01-1997 00:00,24-12-1996 00:00,2,47.42,94117,canada,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,11,4,4,4,,,,,,
10410,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,722 Moss Bay Blvd.,/206. 555-3412,10-01-1997 00:00,07-02-1997 00:00,15-01-1997 00:00,3,2.4,94117,canada,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,12,3,3,3,,,,,,
10411,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,7 Houndstooth Rd.,/71. 555-4444,10-01-1997 00:00,07-02-1997 00:00,21-01-1997 00:00,3,23.65,94117,canada,dodsworth,anne,sales representative,Ms.,27-01-1966 00:00,15-11-1994 00:00,London,,WG2 7LT,UK,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,http://accweb/emmployees/davolio.bmp,13,9,9,9,,,,,,
10431,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,  Bottom-Dollar Markets    ,4110 Old Redmond Rd.,/206. 555-8122,30-01-1997 00:00,13-02-1997 00:00,07-02-1997 00:00,2,44.17,94117,canada,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,14,4,4,4,,,,,,
10492,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,722 Moss Bay Blvd.,/206. 555-3412,01-04-1997 00:00,29-04-1997 00:00,11-04-1997 00:00,1,62.89,94117,canada,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,15,3,3,3,,,,,,
10495,Vancouver,BC,2319 Elm St.,LAUGB,Laughing Bacchus Wine Cellars,722 Moss Bay Blvd.,/206. 555-3412,03-04-1997 00:00,01-05-1997 00:00,11-04-1997 00:00,3,4.65,94117,canada,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,16,3,3,3,,,,,,
10742,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,722 Moss Bay Blvd.,/206. 555-3412,14-11-1997 00:00,12-12-1997 00:00,18-11-1997 00:00,3,243.73,94117,canada,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,17,3,3,3,,,,,,
10918,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,722 Moss Bay Blvd.,/206. 555-3412,02-03-1998 00:00,30-03-1998 00:00,11-03-1998 00:00,3,48.83,94117,canada,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,18,3,3,3,,,,,,
10944,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,  Bottom-Dollar Markets,"Coventry House
Miner Rd.",/71. 555-7773,12-03-1998 00:00,26-03-1998 00:00,13-03-1998 00:00,3,52.92,94117,canada,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,19,6,6,6,,,,,,
10975,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,25-03-1998 00:00,22-04-1998 00:00,27-03-1998 00:00,3,32.27,94117,canada,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,20,1,1,1,,,,,,
11027,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,  Bottom-Dollar Markets    ,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,16-04-1998 00:00,14-05-1998 00:00,20-04-1998 00:00,1,52.52,94117,canada,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,21,1,1,1,,,,,,
11045,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,"Coventry House
Miner Rd.",/71. 555-7773,23-04-1998 00:00,21-05-1998 00:00,,2,70.58,94117,canada,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,22,6,6,6,,,,,,
11048,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,   Bottom-Dollar Markets,"Edgeham Hollow
Winchester Way",/71. 555-5598,24-04-1998 00:00,22-05-1998 00:00,30-04-1998 00:00,3,24.12,94117,canada,king,robert,sales representative,Mr.,29-05-1960 00:00,02-01-1994 00:00,London,,RG1 9SP,UK,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,http://accweb/emmployees/davolio.bmp,23,7,7,7,,,,,,
10620,Vancouver,BC,2319 Elm St.,LAUGB,Laughing Bacchus Wine Cellars,908 W. Capital Way,/206. 555-9482,05-08-1997 00:00,02-09-1997 00:00,14-08-1997 00:00,3,0.94,94117,canada,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,24,2,2,2,,,,,,
10810,Vancouver,BC,2319 Elm St.,LAUGB,  Laughing Bacchus Wine Cellars,908 W. Capital Way,/206. 555-9482,01-01-1998 00:00,29-01-1998 00:00,07-01-1998 00:00,3,4.33,94117,canada,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,25,2,2,2,,,,,,
10949,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,908 W. Capital Way,/206. 555-9482,13-03-1998 00:00,10-04-1998 00:00,17-03-1998 00:00,3,74.44,94117,canada,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,26,2,2,2,,,,,,
10982,Tsawassen,BC,23 Tsawassen Blvd.,BOTTM,Bottom-Dollar Markets,908 W. Capital Way,/206. 555-9482,27-03-1998 00:00,24-04-1998 00:00,08-04-1998 00:00,1,14.01,94117,canada,fuller,andrew,"vice president, sales",Dr.,19-02-1952 00:00,14-08-1992 00:00,Tacoma,WA,98401,USA,3457,"Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",,http://accweb/emmployees/fuller.bmp,27,2,2,2,,,,,,
10884,San Francisco,CA,87 Polk St. Suite 5,LETSS,Let's Stop N Shop,4110 Old Redmond Rd.,/206. 555-8122,12-02-1998 00:00,12-03-1998 00:00,13-02-1998 00:00,2,90.97,94117,usa,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,28,4,4,4,,,,,,
10579,San Francisco,CA,87 Polk St. Suite 5,LETSS,Let's Stop N Shop,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,25-06-1997 00:00,23-07-1997 00:00,04-07-1997 00:00,2,13.73,94117,usa,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,29,1,1,1,,,,,,
10719,San Francisco,CA,87 Polk St. Suite 5,LETSS,   Let's Stop N Shop,4726 - 11th Ave. N.E.,/206. 555-1189,27-10-1997 00:00,24-11-1997 00:00,05-11-1997 00:00,2,51.44,94117,usa,callahan,laura,inside sales coordinator,Ms.,09-01-1958 00:00,05-03-1994 00:00,Seattle,WA,98105,USA,2344,Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.,2,http://accweb/emmployees/davolio.bmp,30,8,8,8,,,,,,
10735,San Francisco,CA,87 Polk St. Suite 5,LETSS,Let's Stop N Shop,"Coventry House
Miner Rd.",/71. 555-7773,10-11-1997 00:00,08-12-1997 00:00,21-11-1997 00:00,2,45.97,94117,usa,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,31,6,6,6,,,,,,
10298,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,"Coventry House
Miner Rd.",/71. 555-7773,05-09-1996 00:00,03-10-1996 00:00,11-09-1996 00:00,2,168.22,,ireland,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,32,6,6,6,,,,,,
10309,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,722 Moss Bay Blvd.,/206. 555-3412,19-09-1996 00:00,17-10-1996 00:00,23-10-1996 00:00,1,47.3,,ireland,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,33,3,3,3,,,,,,
10335,Cork,Co. Cork,8 Johnstown Road,HUNGO,  Hungry Owl All-Night Grocers,"Edgeham Hollow
Winchester Way",/71. 555-5598,22-10-1996 00:00,19-11-1996 00:00,24-10-1996 00:00,2,42.11,,ireland,king,robert,sales representative,Mr.,29-05-1960 00:00,02-01-1994 00:00,London,,RG1 9SP,UK,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,http://accweb/emmployees/davolio.bmp,34,7,7,7,,,,,,
10373,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,4110 Old Redmond Rd.,/206. 555-8122,05-12-1996 00:00,02-01-1997 00:00,11-12-1996 00:00,3,124.12,T2F 8M4,ireland,peacock,margaret,sales representative,Mrs.,19-09-1937 00:00,03-05-1993 00:00,Redmond,WA,98052,USA,5176,Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.,2,http://accweb/emmployees/peacock.bmp,35,4,4,4,,,,,,
10429,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,722 Moss Bay Blvd.,/206. 555-3412,29-01-1997 00:00,12-03-1997 00:00,07-02-1997 00:00,2,56.63,T2F 8M4,ireland,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,36,3,3,3,,,,,,
10503,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,"Coventry House
Miner Rd.",/71. 555-7773,11-04-1997 00:00,09-05-1997 00:00,16-04-1997 00:00,2,16.74,T2F 8M4,ireland,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,37,6,6,6,,,,,,
10567,Cork,Co. Cork,8 Johnstown Road,HUNGO,   Hungry Owl All-Night Grocers,"507 - 20th Ave. E.
Apt. 2A",/206. 555-9857,12-06-1997 00:00,10-07-1997 00:00,17-06-1997 00:00,1,33.97,T2F 8M4,ireland,davolio,nancy,sales representative,Ms.,08-12-1948 00:00,01-05-1992 00:00,Seattle,WA,98122,USA,5467,"Education includes a BA in psychology from Colorado State University in 1970.  She also completed ""The Art of the Cold Call.""  Nancy is a member of Toastmasters International.",2,http://accweb/emmployees/davolio.bmp,38,1,1,1,,,,,,
10646,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,7 Houndstooth Rd.,/71. 555-4444,27-08-1997 00:00,08-10-1997 00:00,03-09-1997 00:00,3,142.33,T2F 8M4,ireland,dodsworth,anne,sales representative,Ms.,27-01-1966 00:00,15-11-1994 00:00,London,,WG2 7LT,UK,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,http://accweb/emmployees/davolio.bmp,39,9,9,9,,,,,,
10661,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,"Edgeham Hollow
Winchester Way",/71. 555-5598,09-09-1997 00:00,07-10-1997 00:00,15-09-1997 00:00,3,17.55,T2F 8M4,ireland,king,robert,sales representative,Mr.,29-05-1960 00:00,02-01-1994 00:00,London,,RG1 9SP,UK,465,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992, the year he joined the company.  After completing a course entitled ""Selling in Europe,"" he was transferred to the London office in March 1993.",5,http://accweb/emmployees/davolio.bmp,40,7,7,7,,,,,,
10687,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,7 Houndstooth Rd.,/71. 555-4444,30-09-1997 00:00,28-10-1997 00:00,30-10-1997 00:00,2,296.43,T2F 8M4,ireland,dodsworth,anne,sales representative,Ms.,27-01-1966 00:00,15-11-1994 00:00,London,,WG2 7LT,UK,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,http://accweb/emmployees/davolio.bmp,41,9,9,9,,,,,,
10701,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,"Coventry House
Miner Rd.",/71. 555-7773,13-10-1997 00:00,27-10-1997 00:00,15-10-1997 00:00,3,220.31,T2F 8M4,ireland,suyama,michael,sales representative,Mr.,02-07-1963 00:00,17-10-1993 00:00,London,,EC2 7JR,UK,428,"Michael is a graduate of Sussex University (MA, economics, 1983) and the University of California at Los Angeles (MBA, marketing, 1986).  He has also taken the courses ""Multi-Cultural Selling"" and ""Time Management for the Sales Professional.""  He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",5,http://accweb/emmployees/davolio.bmp,42,6,6,6,,,,,,
10712,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,722 Moss Bay Blvd.,/206. 555-3412,21-10-1997 00:00,18-11-1997 00:00,31-10-1997 00:00,1,89.93,T2F 8M4,ireland,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,43,3,3,3,,,,,,
10736,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,7 Houndstooth Rd.,/71. 555-4444,11-11-1997 00:00,09-12-1997 00:00,21-11-1997 00:00,2,44.1,T2F 8M4,ireland,dodsworth,anne,sales representative,Ms.,27-01-1966 00:00,15-11-1994 00:00,London,,WG2 7LT,UK,452,Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German.,5,http://accweb/emmployees/davolio.bmp,44,9,9,9,,,,,,
10897,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,722 Moss Bay Blvd.,/206. 555-3412,19-02-1998 00:00,19-03-1998 00:00,25-02-1998 00:00,2,603.54,T2F 8M4,ireland,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,45,3,3,3,,,,,,
11063,Cork,Co. Cork,8 Johnstown Road,HUNGO,Hungry Owl All-Night Grocers,722 Moss Bay Blvd.,/206. 555-3412,30-04-1998 00:00,28-05-1998 00:00,06-05-1998 00:00,2,81.73,T2F 8M4,ireland,leverling,janet,sales representative,Ms.,30-08-1963 00:00,01-04-1992 00:00,Kirkland,WA,98033,USA,3355,Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.,2,http://accweb/emmployees/leverling.bmp,46,3,3,3,,,,,,
